model_key,variant,datapath,head_placement,context,memory_mode,theoretical_payload_GBps,selected_sustained_GBps,pipeline_utilization,bandwidth_scenario_valid,projection_lanes,clock_MHz,memory_roof_tps,projection_compute_roof_tps,attention_compute_roof_tps,scale_multiply_roof_tps,vector_compute_roof_tps,topk_roof_tps,projection_weight_cycles_per_token,tl5_table_build_cycles_per_token,projection_total_cycles_per_token,final_bottleneck_roof_tps,final_bottleneck,classification,evidence_tag
bitnet-0.7b,bitnet-row16-kv3,TL5,fully_on_card,512,dual_x72_experimental_payload,38.394,35,0.95,True,672,225,186.08944411238127,182.82660376657628,1525.87890625,585.9008811949253,105932.20338983051,22498.59383788513,1084274.2857142857,146400,1230674.2857142857,182.82660376657628,projection_compute_roof_tps,comfortable,PROJECTED_FPGA
bitnet-0.7b,bitnet-row16-kv3,direct_ternary,fully_on_card,2048,dual_x64_payload,34.128,31,0.9,True,672,225,124.82990136263338,207.51206863840463,381.4697265625,585.9008811949253,105932.20338983051,22498.59383788513,1084274.2857142857,0,1084274.2857142857,124.82990136263338,memory_roof_tps,comfortable,PROJECTED_FPGA
bitnet-0.7b,bitnet-row16-kv3,direct_ternary,fully_on_card,2048,dual_x72_experimental_payload,38.394,35,0.95,True,672,225,148.76681793217057,207.51206863840463,381.4697265625,585.9008811949253,105932.20338983051,22498.59383788513,1084274.2857142857,0,1084274.2857142857,148.76681793217057,memory_roof_tps,comfortable,PROJECTED_FPGA
bitnet-0.7b,bitnet-row16-kv3,TL5,fully_on_card,2048,dual_x64_payload,34.128,31,0.9,True,672,225,124.82990136263338,182.82660376657628,381.4697265625,585.9008811949253,105932.20338983051,22498.59383788513,1084274.2857142857,146400,1230674.2857142857,124.82990136263338,memory_roof_tps,comfortable,PROJECTED_FPGA
bitnet-0.7b,bitnet-row16-kv3,TL5,fully_on_card,2048,dual_x72_experimental_payload,38.394,35,0.95,True,672,225,148.76681793217057,182.82660376657628,381.4697265625,585.9008811949253,105932.20338983051,22498.59383788513,1084274.2857142857,146400,1230674.2857142857,148.76681793217057,memory_roof_tps,comfortable,PROJECTED_FPGA
falcon3-1b-instruct-1.58bit,falcon3-1b-official-fp16-head-kv8,direct_ternary,fully_on_card,512,dual_x64_payload,34.128,31,0.9,True,640,225,35.64382027246239,102.79124368450599,1525.87890625,inf,77693.37016574586,5493.1640625,2188902.4,0,2188902.4,35.64382027246239,memory_roof_tps,no-go,PROJECTED_FPGA
falcon3-1b-instruct-1.58bit,falcon3-1b-official-fp16-head-kv8,direct_ternary,fully_on_card,512,dual_x72_experimental_payload,38.394,35,0.95,True,640,225,42.47874638205643,102.79124368450599,1525.87890625,inf,77693.37016574586,5493.1640625,2188902.4,0,2188902.4,42.47874638205643,memory_roof_tps,no-go,PROJECTED_FPGA
falcon3-1b-instruct-1.58bit,falcon3-1b-official-fp16-head-kv8,TL5,fully_on_card,512,dual_x64_payload,34.128,31,0.9,True,640,225,35.64382027246239,95.68741498704776,1525.87890625,inf,77693.37016574586,5493.1640625,2188902.4,162504,2351406.4,35.64382027246239,memory_roof_tps,no-go,PROJECTED_FPGA
falcon3-1b-instruct-1.58bit,falcon3-1b-official-fp16-head-kv8,TL5,fully_on_card,512,dual_x72_experimental_payload,38.394,35,0.95,True,640,225,42.47874638205643,95.68741498704776,1525.87890625,inf,77693.37016574586,5493.1640625,2188902.4,162504,2351406.4,42.47874638205643,memory_roof_tps,no-go,PROJECTED_FPGA
falcon3-1b-instruct-1.58bit,falcon3-1b-official-fp16-head-kv8,direct_ternary,fully_on_card,2048,dual_x64_payload,34.128,31,0.9,True,640,225,33.20431572320035,102.79124368450599,381.4697265625,inf,77693.37016574586,5493.1640625,2188902.4,0,2188902.4,33.20431572320035,memory_roof_tps,no-go,PROJECTED_FPGA
falcon3-1b-instruct-1.58bit,falcon3-1b-official-fp16-head-kv8,direct_ternary,fully_on_card,2048,dual_x72_experimental_payload,38.394,35,0.95,True,640,225,39.57145153392157,102.79124368450599,381.4697265625,inf,77693.37016574586,5493.1640625,2188902.4,0,2188902.4,39.57145153392157,memory_roof_tps,no-go,PROJECTED_FPGA
falcon3-1b-instruct-1.58bit,falcon3-1b-official-fp16-head-kv8,TL5,fully_on_card,2048,dual_x64_payload,34.128,31,0.9,True,640,225,33.20431572320035,95.68741498704776,381.4697265625,inf,77693.37016574586,5493.1640625,2188902.4,162504,2351406.4,33.20431572320035,memory_roof_tps,no-go,PROJECTED_FPGA
falcon3-1b-instruct-1.58bit,falcon3-1b-official-fp16-head-kv8,TL5,fully_on_card,2048,dual_x72_experimental_payload,38.394,35,0.95,True,640,225,39.57145153392157,95.68741498704776,381.4697265625,inf,77693.37016574586,5493.1640625,2188902.4,162504,2351406.4,39.57145153392157,memory_roof_tps,no-go,PROJECTED_FPGA
bonsai-1.7b,bonsai-a8g128-kv8,binary_g128,fully_on_card,512,dual_x64_payload,34.128,31,0.9,True,768,225,102.57852558936402,100.4707089927685,980.9221540178571,133.96094532369133,62500.0,4747.17971371869,2239458.6666666665,0,2239458.6666666665,100.4707089927685,projection_compute_roof_tps,borderline,PROJECTED_FPGA
bonsai-1.7b,bonsai-a8g128-kv8,binary_g128,fully_on_card,512,dual_x72_experimental_payload,38.394,35,0.95,True,768,225,122.24860128481552,100.4707089927685,980.9221540178571,133.96094532369133,62500.0,4747.17971371869,2239458.6666666665,0,2239458.6666666665,100.4707089927685,projection_compute_roof_tps,borderline,PROJECTED_FPGA
bonsai-1.7b,bonsai-a8g128-kv8,binary_g128,fully_on_card,2048,dual_x64_payload,34.128,31,0.9,True,768,225,77.19051065125021,100.4707089927685,245.23053850446428,133.96094532369133,62500.0,4747.17971371869,2239458.6666666665,0,2239458.6666666665,77.19051065125021,memory_roof_tps,no-go,PROJECTED_FPGA
bonsai-1.7b,bonsai-a8g128-kv8,binary_g128,fully_on_card,2048,dual_x72_experimental_payload,38.394,35,0.95,True,768,225,91.9922752384971,100.4707089927685,245.23053850446428,133.96094532369133,62500.0,4747.17971371869,2239458.6666666665,0,2239458.6666666665,91.9922752384971,memory_roof_tps,no-go,PROJECTED_FPGA
bonsai-1.7b,bonsai-a10g128-kv8,binary_g128,fully_on_card,512,dual_x64_payload,34.128,31,0.9,True,768,225,102.57852558936402,100.4707089927685,980.9221540178571,133.96094532369133,62500.0,4747.17971371869,2239458.6666666665,0,2239458.6666666665,100.4707089927685,projection_compute_roof_tps,borderline,PROJECTED_FPGA
bonsai-1.7b,bonsai-a10g128-kv8,binary_g128,fully_on_card,512,dual_x72_experimental_payload,38.394,35,0.95,True,768,225,122.24860128481552,100.4707089927685,980.9221540178571,133.96094532369133,62500.0,4747.17971371869,2239458.6666666665,0,2239458.6666666665,100.4707089927685,projection_compute_roof_tps,borderline,PROJECTED_FPGA
bonsai-1.7b,bonsai-a10g128-kv8,binary_g128,fully_on_card,2048,dual_x64_payload,34.128,31,0.9,True,768,225,77.19051065125021,100.4707089927685,245.23053850446428,133.96094532369133,62500.0,4747.17971371869,2239458.6666666665,0,2239458.6666666665,77.19051065125021,memory_roof_tps,no-go,PROJECTED_FPGA
bonsai-1.7b,bonsai-a10g128-kv8,binary_g128,fully_on_card,2048,dual_x72_experimental_payload,38.394,35,0.95,True,768,225,91.9922752384971,100.4707089927685,245.23053850446428,133.96094532369133,62500.0,4747.17971371869,2239458.6666666665,0,2239458.6666666665,91.9922752384971,memory_roof_tps,no-go,PROJECTED_FPGA
bonsai-1.7b,bonsai-a8g128-k4v6,binary_g128,fully_on_card,512,dual_x64_payload,34.128,31,0.9,True,768,225,106.91490340104356,100.4707089927685,980.9221540178571,133.96094532369133,62500.0,4747.17971371869,2239458.6666666665,0,2239458.6666666665,100.4707089927685,projection_compute_roof_tps,borderline,PROJECTED_FPGA
bonsai-1.7b,bonsai-a8g128-k4v6,binary_g128,fully_on_card,512,dual_x72_experimental_payload,38.394,35,0.95,True,768,225,127.41650674138702,100.4707089927685,980.9221540178571,133.96094532369133,62500.0,4747.17971371869,2239458.6666666665,0,2239458.6666666665,100.4707089927685,projection_compute_roof_tps,borderline,PROJECTED_FPGA
bonsai-1.7b,bonsai-a8g128-k4v6,binary_g128,fully_on_card,2048,dual_x64_payload,34.128,31,0.9,True,768,225,87.9067707798751,100.4707089927685,245.23053850446428,133.96094532369133,62500.0,4747.17971371869,2239458.6666666665,0,2239458.6666666665,87.9067707798751,memory_roof_tps,no-go,PROJECTED_FPGA
bonsai-1.7b,bonsai-a8g128-k4v6,binary_g128,fully_on_card,2048,dual_x72_experimental_payload,38.394,35,0.95,True,768,225,104.76344546347121,100.4707089927685,245.23053850446428,133.96094532369133,62500.0,4747.17971371869,2239458.6666666665,0,2239458.6666666665,100.4707089927685,projection_compute_roof_tps,borderline,PROJECTED_FPGA
bonsai-1.7b,bonsai-a8g128-k4v5,binary_g128,fully_on_card,512,dual_x64_payload,34.128,31,0.9,True,768,225,107.67353052105408,100.4707089927685,980.9221540178571,133.96094532369133,62500.0,4747.17971371869,2239458.6666666665,0,2239458.6666666665,100.4707089927685,projection_compute_roof_tps,borderline,PROJECTED_FPGA
bonsai-1.7b,bonsai-a8g128-k4v5,binary_g128,fully_on_card,512,dual_x72_experimental_payload,38.394,35,0.95,True,768,225,128.3206053700734,100.4707089927685,980.9221540178571,133.96094532369133,62500.0,4747.17971371869,2239458.6666666665,0,2239458.6666666665,100.4707089927685,projection_compute_roof_tps,borderline,PROJECTED_FPGA
bonsai-1.7b,bonsai-a8g128-k4v5,binary_g128,fully_on_card,2048,dual_x64_payload,34.128,31,0.9,True,768,225,89.98894587400362,100.4707089927685,245.23053850446428,133.96094532369133,62500.0,4747.17971371869,2239458.6666666665,0,2239458.6666666665,89.98894587400362,memory_roof_tps,no-go,PROJECTED_FPGA
bonsai-1.7b,bonsai-a8g128-k4v5,binary_g128,fully_on_card,2048,dual_x72_experimental_payload,38.394,35,0.95,True,768,225,107.24489069213692,100.4707089927685,245.23053850446428,133.96094532369133,62500.0,4747.17971371869,2239458.6666666665,0,2239458.6666666665,100.4707089927685,projection_compute_roof_tps,borderline,PROJECTED_FPGA
bonsai-4b,bonsai-4b-geometry-kv8,binary_g128,fully_on_card,512,dual_x64_payload,34.128,31,0.9,True,896,225,46.16592245655288,50.12944536781645,381.4697265625,57.29079470607594,32458.165031736873,4747.17971371869,4488380.0,0,4488380.0,46.16592245655288,memory_roof_tps,no-go,PROJECTED_FPGA
bonsai-4b,bonsai-4b-geometry-kv8,binary_g128,fully_on_card,512,dual_x72_experimental_payload,38.394,35,0.95,True,896,225,55.01852765879509,50.12944536781645,381.4697265625,57.29079470607594,32458.165031736873,4747.17971371869,4488380.0,0,4488380.0,50.12944536781645,projection_compute_roof_tps,no-go,PROJECTED_FPGA
bonsai-4b,bonsai-4b-geometry-kv8,binary_g128,fully_on_card,2048,dual_x64_payload,34.128,31,0.9,True,896,225,38.78460707395202,50.12944536781645,95.367431640625,57.29079470607594,32458.165031736873,4747.17971371869,4488380.0,0,4488380.0,38.78460707395202,memory_roof_tps,no-go,PROJECTED_FPGA
bonsai-4b,bonsai-4b-geometry-kv8,binary_g128,fully_on_card,2048,dual_x72_experimental_payload,38.394,35,0.95,True,896,225,46.22179875300732,50.12944536781645,95.367431640625,57.29079470607594,32458.165031736873,4747.17971371869,4488380.0,0,4488380.0,46.22179875300732,memory_roof_tps,no-go,PROJECTED_FPGA
bonsai-8b,bonsai-8b-geometry-kv8,binary_g128,fully_on_card,512,dual_x64_payload,34.128,31,0.9,True,896,225,25.291432726050804,26.64198530593863,381.4697265625,30.447983206787004,24329.584775086507,4747.17971371869,8445316.57142857,0,8445316.57142857,25.291432726050804,memory_roof_tps,no-go,PROJECTED_FPGA
bonsai-8b,bonsai-8b-geometry-kv8,binary_g128,fully_on_card,512,dual_x72_experimental_payload,38.394,35,0.95,True,896,225,30.141223589289933,26.64198530593863,381.4697265625,30.447983206787004,24329.584775086507,4747.17971371869,8445316.57142857,0,8445316.57142857,26.64198530593863,projection_compute_roof_tps,no-go,PROJECTED_FPGA
bonsai-8b,bonsai-8b-geometry-kv8,binary_g128,fully_on_card,2048,dual_x64_payload,34.128,31,0.9,True,896,225,22.90346988980801,26.64198530593863,95.367431640625,30.447983206787004,24329.584775086507,4747.17971371869,8445316.57142857,0,8445316.57142857,22.90346988980801,memory_roof_tps,no-go,PROJECTED_FPGA
bonsai-8b,bonsai-8b-geometry-kv8,binary_g128,fully_on_card,2048,dual_x72_experimental_payload,38.394,35,0.95,True,896,225,27.295353900936068,26.64198530593863,95.367431640625,30.447983206787004,24329.584775086507,4747.17971371869,8445316.57142857,0,8445316.57142857,26.64198530593863,projection_compute_roof_tps,no-go,PROJECTED_FPGA
